English	Inglés
1296679714	Un alma para Papa Ghede.
1956181890	¡...!
1774737883	¡...!
2035379083	¡...!
577203227	Hora de dormir.
2074291579	Déjamelos a mí.
485460720	Marchando dulces sueños.
888374702	¡...!
1321257463	¡...!
2071021781	¡...!
123607556	Es solo un pinchacito.
1801719307	Clavemos una agujita.
454889175	No notarás nada.
1129248243	Solo un poco de sangre.
928790262	Uno.
1265236183	Otro.
2043789239	Uno por aquí.
286750106	Dos por aquí.
1485265207	Ese.
1040628537	Y ese.
1724442411	Je, casi no lo he notado.
1619832780	Voy a entrar yo.
1859572169	Estamos todos conectados.
872498356	¿Quién tiene la suerte de ir conmigo?
1790406456	Lo que no haga una misma...
1066427828	Y ahora solo tenemos que...
653938542	Solo un poco de sangre.
930706022	No necesito mucha...
414503893	Por aquí y por aquí.
2098572022	Es como coser...
1377700400	Cambiemos las cosas.
284308200	Mucho mejor así.
72118034	Me gusta.
1207746109	¿Tal vez así?
41210787	Probemos otra cosa.
1676982095	¿Estás listo, cariño?
216140776	Tienes trabajo por hacer.
1845121793	Eh, cariño, ¿estás ahí?
118162669	Tengo un trabajo para ti.
1109903659	Vamos, venga.
1160703492	Va, date prisa.
247611732	Tira para allá.
464092178	No está mal, cariño.
1123783526	Mira quién vuelve.
2082706861	Bien hecho, cariño.
1427047199	¿Quién se ofrece?
25618550	Hagamos un amigo.
81827236	Esto va a doler.
163779763	Necesito un nuevo títere.
1540791117	Tiraré de unos cuantos hilos.
1419141583	Ahora no te asustes.
341591720	A por ello...
752888387	Vamos allá...
63333186	Respira hondo...
4377793	Vamos allá.
1062250236	Escucha.
1313429763	Escucha.
2065177712	Te pillé.
146785060	Eres mío.
1589934152	Todo mío.
2134428731	Ven con mamá.
695404509	Empecemos.
654774778	Muévete.
1147675545	Mmm...
1731813851	Vete.
1196257580	Camina.
1545512649	Más deprisa.
2038772205	Hazlo.
805008413	Este.
971476442	Eso es.
277989932	Sin remordimientos.
836730851	Venga, dale.
1228782321	¡...! De nuevo en acción.
1238073356	¡...! Espero que haya valido la pena.
720260906	Uf. Ya está.
1550753356	¡...! Joder, cómo duele.
641028331	Demasiado fuerte...
575562138	¡...! Me ha echado...
624963726	...! Qué fuerte es...
637326336	No pienso volver a hacer eso.
10014101	Ya sé cómo es mi cabeza por dentro, gracias.
2049343867	No es así como funciona.
1399245010	Ya tengo suficiente pesadillas, gracias.
1267853701	A ver qué piensas tú.
1803793389	No pasa nada por escuchar.
1990184930	Siento cierta curiosidad.
15203102	Podría ser interesante.
1614794442	Joder, estoy derrengada. Necesito algo de estramonio.
1676379491	¿Qué tenemos aquí?
48842464	Toda para mí.
2117087259	Justo lo que necesito.
552193462	Nah, estoy bien.
358302127	Es más de lo que necesito.
716483205	Tengo bastante por ahora.
1063981054	Un pequeño remedio para todo.
906752479	Siempre ayuda.
451365883	Lo mejor que hay.
2099090885	Un poco de estramonio.
925185424	Despacio, chatín.
1370602473	¡Eh, sí que eres un doctor!
614844196	Gracias, supongo.
639305164	Ya me siento mejor.
15023406	¡Uf! ¡La virgen!
1321946249	¿Qué diablos...?
205647897	¿Esto qué es? ¡¿Alquitrán?!
1617486514	Mano de santo.
812359067	Eso servirá.
1427776247	De nuevo en acción.
1307267463	Como nueva.
873815517	Encendiendo la mecha.
2130811114	Esto hay que hacerlo deprisa.
1374334792	No tardes en decidirte.
1397376772	¡Volando!
519571502	Hala.
588536931	A cubierto.
649032817	Mira tú.
367848240	Oye, yo encantado.
1903272015	Qué suerte la mía.
2014483118	El que lo encuentra, para él.
2036961015	Hora de atraer a alguien.
839487586	Es como pescar, ¿eh?
370675528	¿Quién va a picar?
636651223	¿Alguien quiere dinero?
323683247	Encendida.
1853956412	Antorcha lista.
788364589	Vamos.
538583848	A volar.
974757955	Buenas noches.
2070988801	Aquí nada de fuego.
998814425	¡Mierda! Se me ha caído.
1408005813	Joder. Se me ha caído.
720245240	¿Por dónde íbamos antes...?
1625285637	Como iba diciendo.
7662523	Bueno, en cuanto a eso...
649615649	Mmm. Para.
661354426	Que pares, he dicho. ¿Crees que no sé quién eres?
1418039439	Se me acaba la paciencia. Último aviso.
786260379	Bueno, tú te lo has buscado.
211269754	Nng... Vale. Ya te tengo. Veamos...
175033187	Abre el menú de opciones.
860753893	Ve a partidas guardadas.
1327277550	Pulsa borrar todo... Hazlo. Ya.
514413215	Uy... Mira lo que has hecho, botarate.
2036930682	¿Es la hora?
1475892683	Los ojos abiertos, Johnny.
739688853	Tenso como la cuerda de un arco.
621171003	Estoy listo, sí.
596974803	Esta vez estoy preparado.
1308312152	Tengo que ir con papá.
395666720	Papá me necesita.
575611466	Papá fue a la capilla.
608468872	¿Adónde?
2141638710	Esto pesa... mucho.
1699288412	Vale, mmm... ¿Adónde?
394982435	Claro, no hay problema.
2099790094	Yo me encargo.
1189081317	Voy.
763245685	Ahora o nunca.
557704481	Claro. Vamos.
1972136448	Voy de camino.
862236337	Claro.
1486685629	Mío.
1785287502	Yo lo haré.
2027953958	Que no le haya pasado nada.
1785336322	Puedo hacerlo...
1106567418	Vamos, va.
1905492557	Ahora o nunca.
1611616462	Venga ya...
1193834096	Voy.
862746886	Yo me encargo.
1703730525	Buen sitio.
557766959	Allá voy.
2134395880	C-claro, no hay problema.
265383940	Mmmf... Yo puedo.
1674904499	No veo cómo.
835410211	No puedo hacerlo.
1970558397	Eso va a ser un problema.
879504050	Ni hablar.
1086406602	No se me ocurre cómo.
905802931	¿Hay alguna otra forma?
2135394769	Hay que buscar otro modo.
2125512474	Ahí dentro habrá follón.
708369979	Ahí no debería entrar.
1004098978	No. Mala idea.
2002224943	Cerrada.
1815445650	Está cerrado.
187308505	No se abre.
2002792298	Dame algo de tiempo.
2014682765	Aún no.
655197554	Todavía no puedo.
1890405791	Son demasiado grandes.
500561845	Demasiado grande para mí.
446010654	Me saca mucha altura.
63731527	¿Qué hago ahora?
258862932	Suma y sigue.
1553803775	¿Ahora qué?
2094216020	Hecho.
610975601	Je, está chupado.
557457947	Sin problema.
93000985	Hecho. ¿Ahora qué?
1085649194	Esto servirá.
1202917247	Listo.
1572771200	Finiquitado.
268953212	Vale, listo.
1369762905	¡Ha funcionado!
1132278620	Oh, qué asco.
1452927986	Ya voy, papá.
12405886	Mis disculpas.
1700567394	Eso tiene que doler.
505409819	¡...!
1699684799	¡...! ¡N-no!
456237591	¡...! ¡Basta!
1224516696	... Papá...
346297442	... Ayuda...
357582577	...
977728358	Lo tengo...
887995607	Cómo pesas...
790619903	¡...!
8060920	¡...! Uf.
1743547639	Paquete entregado.
1313510991	Como si yo no estuviera.
637822479	Ahora quieto aquí, ¿vale?
1602076023	No te muevas, ¿eh?
853176869	¡...!
1677450891	¡...!
1587434639	¡...!
1952873210	...
267646758	...
1872087459	...
1782865882	Suerte que las cogí.
1197043391	Una moneda falsa, marchando.
591619537	Aún me quedan muchas.
1834219954	Cara o cruz...
1097207485	¿Necesitas cambio?
2033273181	Vamos, date la vuelta.
1446007145	Muy bien... Atento al objetivo.
247508946	Quince pasos.
793755707	Diez pasos.
1425440453	Sí... Puedo hacerlo.
316166839	¡...!
2027989569	¡...!
871118155	¡...!
989369584	¿Y el cuchillo?
1400774471	¿Lo he perdido?
1181622686	¡No! ¿Dónde está?
1113413964	De acuerdo.
767065518	Tengo el cuchillo.
504503314	Vale, ya lo tengo.
361090502	Vale. Estábamos hablando de...
1886634843	¿Qué decías?
59357748	¿Qué? ¿Esperabas alguien más alto?
105338269	Tengo casi quince años, ¿sabes?
711243341	¿Crees que no tengo experiencia?
2094354320	Papá y yo hemos visto mucho mundo.
908227676	El Paso, Río Bravo, Tonto, Fort Grant...
676818305	Agry Town, Lago, Durango, Sweetwater...
488333538	¿Cómo se llamaba el sitio por el que pasamos viniendo hacia aquí..?
340326582	Ah, sí, San Michael.
16500266	Oh, mierda, papá está esperando. ¡Tengo que irme!
357233097	¡¿Qué coño?!
2043548559	Estoy algo ocupado.
49284084	¡Para ya, joder!
193632770	A la mierda. ¡Debo ayudar a papá!
1000337942	¡...!
1870253034	¡...!
46510716	¡...!
1931602869	¡...!
1993077077	¡...!
1548663956	¡...!
712593189	Uf... ¿Qué diablos...?
308118545	Eh... Vale ya, ¿no?
2128259883	Hijo... Ten más cuidado con eso.
941251556	Nnng. ¿Qué demonios te ocurre?
1722903184	...
2137708140	... Aaarriba...
1345724857	Ya lo tengo.
651173807	¡...!
1216102399	¡...! Muy bien.
1677130890	 ¡...! Hecho.
2000690686	Venga, que duermas bien.
2024613497	Como si yo no estuviera.
24056734	Quédate ahí.
1804024744	Quieto, amigo.
217381795	¡...!
2003609147	¡...!
811787896	¡...!
94185599	...
255601038	...
350170503	...
543174398	¡...!
836084846	¡...!
740376723	¡...!
1419449292	¡...!
1378264215	¡...!
65756180	¡...!
1604601323	¡...!
2022467141	¡...!
1593970123	¡...!
430213887	¡Atrápalo!
240016056	Eso me lo quedo.
1240776714	Mío.
415864666	En marcha otra vez.
647044964	Un disparo.
635312242	Al infierno contigo.
1752295524	Saluda al diablo.
1265775247	Adiós, amigo.
332891646	Nos vemos en el infierno.
1393832655	Bueno, ¿dónde estábamos...?
771952356	Como iba diciendo...
22126072	Volviendo al tema...
363767535	Oficial Wayne, a tu servicio.
1496994253	Me temo que ahora mismo no sirvo de mucho.
1228969627	Te escucho, hijo.
1927766807	Este lugar es una desgracia.
1267254988	Cómo me alegra estar fuera de esa jaula.
2137125682	Me aseguraré de que esto no vuelva a suceder.
806067602	¿Dónde lo quieres?
1476098744	Me gustaría descargar en algún momento.
799812792	En cuanto tú me digas, hijo.
1058460188	Como tú digas.
581642602	Me gusta cómo piensas, hijo.
1708215610	Larguémonos de aquí.
869066808	Considéralo hecho.
138845997	Yo te sigo.
850827794	Lo conseguiremos.
1962825353	Sugiero que nos vayamos de aquí.
1694461279	No le veo ningún problema.
460075395	Bien pensado.
1757940350	Voy.
176549620	Claro que sí, hijo.
1008777889	Allí estaré.
102502032	Por mí no te preocupes.
788869383	Vale...
78774169	Voy...
1147696802	Está hecho.
15303821	Nada...
1446081837	Tiene su lógica...
121195731	Ni hablar.
820233215	Eso no lo voy a hacer.
152324659	No voy a hacerlo.
1937627304	Ni hablar, hijo.
2113992172	No hay por dónde ir.
827374949	El camino está cortado.
648129397	No veo cómo llegar allí.
1732020754	Sería una estupidez.
1919063967	Ahí dentro hay problemas.
926615924	No voy a entrar ahí, hijo.
962291400	Está cerrado.
356274832	No se abre.
12718668	Bien cerrada.
290316635	No está mal para ser un perro viejo, ¿eh?
17692324	Fenomenal.
1281519187	Hecho.
525280163	Nada mal, si se me permite decirlo.
1926162010	Ha salido bastante bien.
747852420	Ahora está bien.
832587387	¡...!
2064956481	¡...! ¡Me están disparando!
655119952	¡...! ¡Diablos!
1608163689	...
1948237296	... Lo siento, Belle...
2022916049	...
1806996776	Ya lo tengo.
348336022	Bastardo pesado...
298960712	¡...!
989236619	¡...! De esto me acordaré esta noche.
468085437	¡...! Una entrega perfecta.
783279061	Como si yo no estuviera, hijo.
609437565	Te vas a quedar ahí.
600811666	No muevas ni un músculo.
1029873556	¡...!
569979424	¡...!
129314070	¡...!
1156625434	...
793952512	...
2117431356	...
1088199082	Ya tenemos fuego.
332323267	Buena llama.
814082892	Allá vamos.
1128452270	Ahí va.
195052967	Buenas noches.
756799388	Aquí nada de fuego.
1922044031	Continuemos donde lo habíamos dejado.
572060240	¿De qué estábamos hablando?
743624232	Bueno, antes de que nos interrumpieran...
1289422842	¡Llama a los demás!
1475557669	¡Necesitamos refuerzos!
2144584419	¡Eh! ¡Tráeme refuerzos!
894382108	¡Necesitamos más hombres!
1649830376	¡Traed refuerzos!
1842948575	¡Ayuda!
1582762676	¡Aquí!
1355199311	¡Cubridme!
1037510277	Esto, ¡¿chicos?!
57064262	¡¿Has visto eso?!
758923538	¡Atentos todos!
999049260	¡Acabemos con ellos, chicos!
1219074579	¡Alarma! ¡Alarma!
1388186135	¡Mierda! ¡No hay refuerzos!
181853011	No hay más refuerzos. ¡Joder!
380523446	Estamos solos contra ellos, chicos.
1897146988	¿Qué ha pasado con los refuerzos?
817769762	¡No hay refuerzos! ¡Se acabó!
1886125990	Ya os encargáis vosotros, ¿no?
492306519	Nos vamos. Que os divirtáis.
1302127985	Aquí ya hemos acabado. Nos vemos.
287241101	Encárgate tú.
952579978	Bueno, ahí os lo dejamos.
557801232	Mierda, se han ido.
1424733846	Los hemos perdido. Vuelta al trabajo.
1137231439	No creo que sigan por aquí.
139549372	¡Eso es, huid!
443601189	Nada. Bueno, pues vale.
56811138	Poned mucha atención, ¿me oís?
219689660	Esto no se ha acabado. Estad preparados.
1258554962	Aquí pasa algo. Prestad atención.
143100996	Cuidado. Tenemos alborotadores por aquí.
233000568	Abrid los ojos. Aquí hay alguien fisgoneando.
253410658	¡Mirad! ¡Ahí arriba!
114999996	¡¿Cómo han subido ahí?!
74391369	Mierda. ¡Los tenemos encima!
1724059193	¿Ah, sí? ¡¿Por qué no vienes tú aquí?!
1439359208	¡Eh, eso no es justo!
302017184	¡Tú espera, que ya te pillaré!
989506616	*sonido de muerte corto*
1238709804	*sonido de muerte corto*
1172329669	*sonido de muerte corto*
994582367	*sonido de muerte corto*
335144274	*sonido de muerte corto*
1885539291	*sonido de muerte corto y ahogado*
144716479	*sonido de muerte corto y ahogado*
755237440	*sonido de muerte corto y ahogado*
1146584509	*sonido de muerte corto y ahogado*
117329784	*sonido de muerte corto y ahogado*
1373388105	...
384866470	...
352819165	...
2142868402	...
1177397259	...
611214803	...
25971233	...
755823515	...
402469077	...
1154653651	...
244280334	¡...!
452632227	¡...!
1643243190	...
88127807	...
1982123656	¡Está muerta!
1561777118	¡Mierda! ¡Está muerta!
1451213496	Está muerta.
1323446677	¡Mierda! Está muerto.
982939790	¡He encontrado un cadáver!
1407904333	¡Está muerto!
312767028	Lo ha matado uno de los nuestros.
1121314459	Lo ha matado un puto traidor.
1058448891	Encontraré al traidor que lo ha matado.
1498073022	La ha matado uno de los nuestros.
1804256011	La ha matado un puto traidor.
1246581373	Encontraré al traidor que la ha matado.
1633875164	Parece que tenemos un traidor.
766824824	 Mierda. Esto lo ha hecho uno de los nuestros.
1441171751	Ha muerto. Y ha sido uno de los nuestros.
624584323	Esto es obra de un traidor.
1703135634	¡¿Pero qué coño?!
2127711692	Será una puta broma, ¿no?
2145343898	¡Joder!
1145862353	¿De quién son esas huellas?
2039670254	Nunca había visto esas huellas.
922278027	¿Quién está dejando huellas aquí?
775273509	Borra tus huellas, gilipollas.
547990825	¿Eh? ¿Quién ha dejado esas huellas?
2105733003	Mierda. Se ha ido la luz.
303048122	¿Quién ha apagado la luz?
1675257843	Dejad de joder con la luz.
238894129	Oh, bueno, menos mal que tengo cerillas.
1351631991	¡Venga ya! ¿Otra vez con la luz?
705618844	¡Cabrón!
178985856	¡Estás muerto!
1291750119	¡Mal hecho, colega!
1526214559	¡Lo vas a pagar!
163988662	¡Lo pagarás! Lo juro.
2229906	¡Eso no está bien!
1154653520	¡Hay trampas!
206170066	¡¿Quién coño ha puesto trampas?!
1840058346	¡Mirad por dónde vais!
24735714	¡Hostia puta! ¡Una trampa!
998841889	¡Una trampa! ¡Una trampa enorme, joder!
793907670	¡Oh, mierda! ¡Francotirador!
1874901452	¡Hay un francotirador!
1343453845	¡Tenemos un francotirador!
1380916118	¡Tirador!
1199842212	¡Joder, nos disparan de lejos!
1306331891	¿Q-qué coño ha pasado?
933892673	¡¿Q-qué?! ¿Qué le ha pasado?
1593403185	E-eso no es normal, ¿no?
1959066520	¡¿Qué mierda de vudú es esta?!
734038049	¡Oh, Dios! ¡Es obra del diablo!
664442298	Magia negra.
1385247018	A... ¡A ti te pasa algo!
484374591	¡¿Te has vuelto loco?!
1255130658	¡Puto traidor!
587448724	¡Traidor!
1844740799	¡Zombi!
265633532	¡Basta!
1532645415	¡Para ya!
1522110468	¡No te atrevas!
720195281	¡Oh, joder, no lo hagas!
1396165962	¡No te muevas!
1971811160	¡Eh, tú!
1738804484	¡Te tengo!
1339834557	¡Te estoy viendo, gilipollas!
19502126	¡Hijo de puta!
643255474	¡Ya te tengo!
1816725278	Vaya, ¿a quién tenemos aquí?
1058666056	¡¿Quién coño eres tú?!
1724740506	¡Ja! ¡Te encontré!
1493579897	¡Nos han descubierto!
214737243	¿Estás buscando a Frank?
492396945	¿Te crees muy duro?
1421035615	¡¿Quieres ser un héroe?!
2094045223	¡Por Big Ann!
243438317	Buscas follón, ¿eh?
1288819981	¡Este sitio es nuestro!
365194639	¡Son esos dos cretinos!
2136379232	¡Oh, venga ya!
1856890725	¡Tenía que ser hoy!
609117964	¡Camorrista!
1786707583	¡Asesinos!
639425684	¡Han matado al alcalde!
837374778	¡Has matado a Higgins!
1816901539	¡Hay más!
1521811642	¡Hostia puta! ¡Emboscada!
1449572073	¡Nos tienen rodeados!
375478885	¡Intrusos, ¿eh?!
1025328244	¡No pintas nada aquí!
1950547709	Yo no debería estar aquí.
1309031559	¡Aquí no puedes estar!
529850876	¡Hay otro!
599375889	¡Es solo un crío!
