English	angielski
2126890189	Przestań. Dam radę... Tak myślę.
207599633	Jeżeli to nasze wszystkie możliwości, czułabym się znacznie bardziej komfortowo w przebraniu.
594603374	Ruszajmy. Nie chcę spędzić ani sekundy więcej w tej dziurze.
354720800	Ostrożnie, żeby żaden cię nie przejechał.
1651932391	Jasne. Moglibyśmy wykorzystać któryś z nich jako osłonę.
1239211830	Uważaj. Jedzie kolejny pociąg.
1688956331	Znalazłeś?
267081196	Jeszcze nie. Ale jestem pewien, że gdzieś tutaj go zgubiłem.
533668900	Jakim w ogóle trzeba być patafianem, żeby „zgubić” złoty ząb?! 
1344476213	Pociąg jedzie. Zabieraj się z torów.
1593569900	To w jaki sposób go zgubiłeś?
1727713983	Przydzwoniłem głową w tory. Jezu!
1888250129	Co? Jak? Czemu coś takiego zrobiłeś?
1455771679	Pociąg. Pociąg! Uciekaj stamtąd!
142048326	No dobrze, to jak, u licha, walnąłeś głową w tory?
1825482064	Byłem pijany. Wystarczy? Przestań już paplać – muszę znaleźć mój ząb. Chryste Panie.
2113775609	He, he, tak też myślałam.
1467008996	Uff... Jestem cały mokry. 
1955545827	Już nie masz siły? Daj, pokażę ci, jak to się robi.
1765165076	Ej, baranie! Sypiesz tylko piachem dookoła!
381237179	Umiesz lepiej? Zapraszam.
628505397	Ech... Jezu... pomóż mi.
271460853	He, he, sapiesz jak moja babcia.
1072556048	Po co w ogóle kopiemy tę pieprzoną dziurę?
371455958	Nie wiem, mam to gdzieś.
1606235648	Weszliśmy do miasta.
34501587	Co za dziura. Przypomina mi moje rodzinne strony w Teksasie.
63273188	Nie wiedziałam, że jesteś z Teksasu.
153673205	Spędziłem tam całą młodość. Nie ma jak w domu, co?
182200415	Jasne.
1111178410	No weź. Jestem klientem.
1893836248	A ja nie jestem teraz w pracy, dupku. Odejdź stąd.
283633755	Robisz się coraz piękniejsza.
1472601243	A twój oddech coraz bardziej śmierdzący.
588172176	Nie widzisz, że jestem w potrzebie?
53960979	Skarbie, prędzej bym posadziła dupę na jeżozwierzu.
459331803	Nie mogę oderwać od ciebie wzroku, kochanie.
930206091	Idź, rzuć się pod pociąg.
1736725651	Nigdzie się nie wybieram, kochanie.
1369324787	To przynajmniej zostań po swojej stronie torów.
1801040032	Nie wiem, czy uda mi się teraz odstawić mój stały numer.
340926838	Ech, pewnie, że tak. Wierzę w ciebie.
1469241437	No dobrze, to już coś.
1421036439	Oto stacja.
369191320	Ani śladu Doktora. Może udało mu się w porę wsiąść do pociągu?
93472741	Tak czy inaczej nie ma go z nami.
1855504428	Patrz, kto obserwuje z góry.
1083424770	Strażnicy na wysokościach. Przydałby nam się Doktor.
2107985558	Szkoda, że nas zostawił.
1033327917	Zaczynam się przyzwyczajać do takich rozczarowań.
631301577	No dobrze. Chodźmy tędy.
869649447	No dobrze. Chodźmy po bydło.
642820717	No dobrze. Chodźmy po wóz.
657715497	Mam nadzieję, że u Coopera wszystko w porządku.
1999816303	Nie powiem, żeby mnie to obchodziło. Jak tylko się stąd wydostaniemy, więcej mnie nie zobaczy.
1700712163	Przestań, Kate. Wiesz, że Cooper nie jest złym człowiekiem.
283030725	Okłamał nas. Postrzelił cię, a potem nas zostawił.
1040028150	No tak. To było popieprzone. 
624671212	Już prawie jesteśmy.
1368507796	Już prawie.
949127210	Załatwimy to, a potem wracamy po Coopera i Isabelle. 
229958968	Nie rozumiem, jak wciąż możesz ufać Cooperowi.
81941703	Wiesz, mi też się zdarzało w życiu zrobić coś złego. A on nadal mi ufa. 
1983670172	Dlaczego?
950969448	Daj mu szansę. Zrób to dla mnie, dobrze?
941864543	Wszystko jedno. I tak najpierw musimy zatrzymać pociąg.
467409787	Tu jest zagroda dla bydła.
1124021518	Tu jest zagroda dla bydła.
2090340079	Podpalmy dach stodoły.
990017966	He, biedne byczki się nieźle wystraszą.
2043144075	Znowu? A co mnie obchodzi to jebane zwierzę?!
1828508821	Raton to byk, który zdobywa nagrody. Musi zebrać siły przed jutrzejszą walką.
969014820	Ile siana może zjeść coś takiego? Niech będzie, weź sobie jeszcze trochę.
1492622150	Dziękuję, dobry człowieku.
2055259032	Przed chwilą tu byłeś! Nie mów, że znów chodzi o byka!
1919537805	Raton potrzebuje więcej siana. Jutro ma walkę, musi nabrać mocy.
1259704800	Jasne, jasne, walkę. Zabieraj to siano, zanim stracę cierpliwość.
1651156154	Najmocniej dziękuję, dobry człowieku.
981648462	Jaja sobie robisz? Znowu ten durny byk?
969053577	Bardzo mi przykro, ale Raton musi jeść. Jak nie będzie jadł, to nie wygra.
1387508682	Ani chwili spokoju... A co mi tam, weź sobie to siano.
1263701317	Raton będzie panu bardzo wdzięczny, dobry człowieku.
1520041738	Hej. Na co się pani gapi?
1856831327	Raton potrzebuje wody. Muszę mu przynieść wodę.
1108018588	To przynieś. Ludzie, co się z wami dzieje?
742499765	Wiem, że się na mnie gapisz, wiedźmo przeklęta! O co chodzi?
321519532	Ratonowi chce się pić. Przyniosę mu wody.
417326690	Jak dla mnie, to możesz od razu utopić tę bestię.
310665764	Przestań się na mnie gapić! Jak chcesz mu przynieść wodę, zrób to.
1708713104	Przyniosę mu wody.
585996427	Jezu, chcę tylko mieć chwilę przerwy. Zostaw mnie w spokoju!
1300607775	Zdaje się, że o tobie zapomnieli, he, he, he.
705556329	Głupie zwierzę.
1872556597	Ooo, nie ma jedzenia ani picia? Biedactwo.
1193242844	He, he, he, he.
1462959553	Na co się gapisz, głupi bawole?
2114693981	Drażni mnie.
1531055623	Mamy ogień.
1968787874	Świetnie. Na dach z nim.
1738793077	Oto wóz.
1200699928	Oto wóz.
1641166974	Jesteś pewien, że dasz radę go przepchnąć? Waży chyba z tonę.
20553821	Bez problemu! Zostaw to mnie.
398414947	Życzy pan sobie więcej?
50964226	Lej, dopóki nie powiem, żebyś przestał.
317194211	Mój pradziadek upędził ten bimber.
885965165	To bardzo miło z jego strony.
259476907	Dobry, prawda?
27843187	Tak. Wchodzi jak złoto. Daj mi więcej.
28736089	Smakuje panu, co?
693567082	Jak diabli. Może jednak cię nie zastrzelę.
2102922976	Im więcej picia, tym mniej strzelania.
1051775363	Hm, bystry facet. Lej mi jeszcze.
1121339698	*czka* Wreszcie!
527118112	Jeszcze jeden dla señority?  
2093372229	*czka* Ee? Co?
89932817	I jeszcze jeden dla señority.
1050081051	W głowie... k-kręci... 
581065887	Doleweczka.
874767312	Uch... zaraz... uff...
1988163586	Jeszcze jeden, tak?
761881220	Pfff...
61274360	Nieźle, Hektorze.
1913679246	Żaden... problem...
1408503555	Ha! Udało się.
1946636562	Mamy to. Dobrze, jak plan zadziała.
458713694	Jest tu jednak pełno straży.
1136424161	O mamo. Chyba zatrzymaliśmy pociąg pełen ludzi DeVitta.
1095934310	Tylko ten wagon wydaje się bezpieczny.
819726597	Chodźmy po resztę, a potem schowajmy się w wagonie. 
1559412081	Uff... Spać mi się chce...
545629626	Hmm... Hę?
7069839	Hej, żyjesz?
182103101	Zzz...
2013124401	 Hm... Jasne.
816953267	Dobrze, musimy dołączyć do reszty.
1717046167	Skąd one się tu wzięły?
1373663779	Zabierać te cholery z torów.
545599609	Ech... Nie wyglądają, jakby chciały się ruszyć.
114078305	Może musimy je jakoś nastraszyć?
1637933368	To chwilę potrwa.
485862675	A co to ma ma być, u licha?
1597789739	Zabierać z torów ten cholerny wóz!
1863929236	Ech, wygląda, jakby był ciężki.
1887029504	Jakieś pomysły?
1807402843	To zajmie wieczność.
398126939	Pociąg się zatrzymał. Chyba im się udało.
1291452226	Hej, Hektorze.
458740498	Hej, amigo! Jak się czujesz?
914036743	Lepiej. Wynośmy się stąd.
1819088506	Kate.
1834474394	Cooper.
135792154	Hej, ee... dobra robota z tym pociągiem.
1676367730	Dzięki. Wciąż jednak musimy się stąd wydostać.
762197865	Isabelle!
773869525	Hej, to Belle!
2008787869	Zzz...
1727731140	Śpi. Gdzie jest Cooper?
507372203	Co się stało z Isabelle?
159547353	Co się stało z Isabelle?
620612818	Opatrzyła moje rany. Chyba teraz musi odpocząć.
875062033	Co to za harmider?
1217519499	Cicho tam, Jezu!
740640140	Cicho! Do diabła z tymi ludźmi.
148000275	Zaraz zaraz...
1507422999	Uciekli ode mnie?! Niewiarygodne.
223240633	Niech ktoś posprząta ten burdel!
1590059287	Pani przodem, panno Moreau.
202440383	Proszę bardzo, Belle.
1418097853	Isabelle na pokładzie.
1220205093	Droga wolna!
1541701335	Wreszcie! Musimy nadrobić stracony czas.
489276961	Następny przystanek: cywilizacja.
598497005	Ach... Muszę usiąść.
1699957185	To dokąd teraz jedziemy?
1619326542	Myślę, że pora odwiedzić naszego przyjaciela szeryfa.
909407458	Zablokuj tory kolejowe
17797167	Zablokuj czymś tory i zatrzymaj pociąg.
110556005	Wystrasz bydło
90619246	Weź pochodnię i rzuć ją na siano, aby wypłoszyć bydło na tory.
1294648201	Popchnij wóz
1771071321	Niech Hektor zapchnie wóz ze zbocza na tory.
1750250218	Wsiądź do pociągu
118152795	Wprowadź wszystkich do pociągu.
339265412	Przebranie
555424721	W mieście jest prostytutka. Kate przyda się jakieś przebranie.
965678722	Tyrolka
1425793910	Pudło na górze tej tyrolki wygląda na poluzowane.
857259210	Na świecie są dwa rodzaje ludzi: ci. co mają naładowane pistolety i ci, co kopią doły. Dawno temu ktoś mi tak powiedział. Ciągle zapominam, kto to był.
1826507205	Nieważne. Dzisiaj sprawdzimy, czy te słowa są zgodne z prawdą. Odebrałem ci wszystkie bronie z wyjątkiem pistoletów.
1568115959	Musisz zabić wszystkich strażników w tym miejscu. Wkrótce rozpęta się szaleństwo. Pilnuj stanu amunicji i szukaj skrzyń, w których uzupełnisz zapasy.
188031238	Twoi ludzie są rozproszeni. Rozsądnie byłoby zgromadzić się w jednym miejscu. W pojedynkę niewiele można zdziałać.
1486647311	Pokaż, co potrafisz. Wygraj, a udowodnisz, że zasługujesz na te pistolety. Jeśli przegrasz, skończysz, jak ci, co kopią doły. Cokolwiek się stanie, moi klienci patrzą.
1320314897	Dobra robota, doprawdy. Widać, że nie jesteś z tych, którzy kopią doły.
371961743	Zabij wszystkich ({0} z 80)
1299833010	Użyj pistoletów, aby zlikwidować wszystkich strażników na mapie, łącznie ze strażnikami alarmowymi.
1473429113	Skrzynka z amunicją
971301613	Rozglądaj się za skrzynkami z amunicją. Będziesz potrzebować dodatkowych nabojów.
2014096389	Przejażdżka pociągiem
1517526124	Możliwe, że załapiesz się na jazdę na dachu pociągu. O ile oczywiście będziesz się poruszać wystarczająco szybko.
2108537596	Frank! Tutaj jesteś.
1260959731	Przygotowałeś już ludzi na wieczór?
778998063	Oczekuję, że wszyscy pokażą się od najlepszej strony, kiedy przybędą goście.
1659846400	Zrób mi ten zaszczyt i patrz na mnie, kiedy do ciebie mówię.
1553043809	Zamyśliłem się.
1782845682	Vincent, jestem już trochę tobą zmęczony.
1258618146	Frank, proszę cię.
578298804	Jesteś naprawdę za stary na takie rzeczy.
1753186492	Może masz rację.
446897044	Jestem za stary, żeby zawracać sobie głowę takimi śmieciami jak ty.
1019580857	Frank.
1056529862	Nie stój tak, bałwanie.
395160447	Frank, przestań.
326060142	Myślisz, że dasz radę, Bill?
374421595	Tak myślałem.
424427652	Udanej zabawy, Vincent.
1022877229	Baw się, jakby jutra miało nie być.
1893174963	Co teraz, panie?
1352081880	Nic.
466600239	Trzymamy się planu.
286916777	Nie życzę sobie więcej żadnych odstępstw.
176535250	
1053507609	
385295767	
457581425	
1462448128	
918851178	Pani pozwoli, panno O'Hara.
259808903	Nie wydaje mi się, żeby ktoś tu na nas patrzył.
2042271898	Próbuję wczuć się w rolę.
1460644068	Doprawdy?
1345250752	Ładna z was para.
767993458	To chyba trochę przesada.
1366589920	Będzie dobrze, choć myślę, że powinniśmy zrezygnować z tego żelastwa.
1911995687	Nie pasują do pańskiej nowej kreacji, panie Cooper.
1353129268	Prawdę mówiąc...
1581921180	...obawiam się, że ma pan rację, Szeryfie.
1689062683	Do takiego widoku mogłabym przywyknąć.
184271111	No dobrze, przypomnijmy sobie plan.
424335212	HACJENDA DEVITTA, BLISKO GRANICY Z MEKSYKIEM
984542604	
718015304	
1549667384	
1346496147	
383101198	Przyjęcie u DeVitta trwa w najlepsze. Oczywiście on sam pozostaje w centrum uwagi.
2084697177	Będziecie musieli się tam dostać, znokautować drania i jakoś go stamtąd wyciągnąć.
658204526	Pamiętajcie, że chcę go żywego. Nie bądźcie więc dla niego zbyt ostrzy.
72267178	Nie chcę też, żeby któremukolwiek z gości stała się krzywda, rozumiecie?
613008332	Zaciągacie go na wóz, wsiadacie na konie i spieprzacie stamtąd. 
1437837658	DeVitt zaplanował na dziś dwie główne atrakcje.
63699860	W ogrodach od frontu trwają przygotowania do pokazu sztucznych ogni.
2111270962	Nie musicie podpalać obu zestawów. Wybierzcie sobie jeden i podpalcie lont.
1863947050	Za domem DeVitt będzie prezentował gościom jakieś nowe wynalazki.
87798289	Przyda wam się ktoś silny, jak Hektor, żeby uruchomić generator przed naciśnięciem głównego włącznika.
997303326	Jeśli to się wam powiedzie, powinniście bez problemu odciągnąć uwagę gości od DeVitta.
1967667379	Wasi przyjaciele powinni już być na brzegu. Wejdą do środka bez was.
392671691	I to by było na tyle. Pokażcie zaproszenia przy głównej bramie i bawcie się dobrze.
1209422243	Ja wyruszę trochę później. Do zobaczenia w wyznaczonym miejscu. I powodzenia.
1905302755	Panno O'Hara, ruszamy?
135070172	Ktoś tu bardzo poważnie traktuje swoją rolę, panie Cooper.
342061846	Po prostu trzymam się planu.
909257755	W porządku, zróbmy to.
232516660	Martwy cywil. Szeryfowi się to nie spodoba.
1808431973	Zabiliśmy cywila. Co powie szeryf?
1093574551	Zaraz, to nie był strażnik. Szeryf się wścieknie.
1249882110	To nie był strażnik. Wayne urwie nam łby.
1764205916	Liczę na was.
261744105	Idźcie. Udanej zabawy.
1371704781	Złapcie sukinsyna.
1784503016	Długa kolejka. 
1597495231	Bądźmy mili. Szeryf nie chce, żebyśmy skrzywdzili któregoś z gości.
1788317662	To nie znaczy, że nie możemy się wepchnąć.
658016637	Czy mogę zobaczyć zaproszenie?
1673198202	Poproszę zaproszenie.
992364733	Dziękuję pani. Życzę szampańskiej zabawy.
726227056	Dziękuję panu. Życzę przyjemnego wieczoru.
2017930339	Byliśmy tu pierwsi.
1171645227	Co za brak ogłady.
1319204336	Kim oni są?
516745338	To pewnie ci nowobogaccy.
883809050	No to możemy się pożegnać z naszym biletem.
927645009	Zaraz, czy on nie miał nas przypadkiem wpuścić?
1204959319	Teraz musimy znaleźć jakieś inne wejście.
1249683220	Wmieszaliśmy się w tłum.
1447453001	Muszę powiedzieć, że bez kabury mam wrażenie, jakbym był nagi.
237954651	Może powinieneś robić to częściej.
554930580	Trochę ci zazdroszczę, że udało ci się przemycić twój rewolwerek.
933550077	To dlatego, że wiem, w kogo nim wymierzać.
1486085774	Mhm.
67172205	To miejsce jest imponujące.
1526774279	To co, wchodzimy? Pokręcić się wśród bogaczy?
1912676651	Przestań, Cooper. Nie zapominaj, po co tu jesteśmy. Najpierw odwrócenie uwagi, potem DeVitt.
873168970	Labirynt?
1885391290	Szeryf mówił, że gdzieś tu są sztuczne ognie. Poszukajmy ich.
1555792696	Pani przodem, panno O'Hara.
501325046	Przyjemny, spokojny ogród.
801218685	Według szeryfa sztuczne ognie powinny być gdzieś nieopodal stawu.
901675205	W takim razie jesteśmy blisko.
1089249859	Piękne miejsce. Szkoda, że należy do takiego okropnego człowieka.
1594908787	Mhm. Na szczęście już niedługo.
1570932987	Miejmy nadzieję.
1972120744	Dzięki, że mogę ci pomóc.
537940957	Oboje wiemy, że sama nie dałabym rady.
605139133	Chcę przez to powiedzieć, że... cieszę się, że robimy to razem.
1505054090	Tak...
958692602	Wracajmy więc do roboty, dobrze?
1055111395	Racja. Do dzieła.
921663647	Lepiej, żeby nikt nas tu nie zobaczył.
1643575486	Znowu trzeba się chować w cieniu.
1915308774	Trzeba przyznać, że DeVitt wie, jak wyprawić przyjęcie.
74463685	Czyli tu jest część główna. I pan DeVitt we własnej osobie.
2016360406	Idziemy przedstawić się gospodarzowi?
618550959	Nie bądźmy zbyt zuchwali.
168477056	Ale tu spokojnie.
303836523	Szeryf mówił, że za domem jest przygotowywany jakiś wynalazek.
417392981	Rozejrzyjmy się więc.
1153453160	Tutaj pewnie mieszkają służący.
60855948	Chyba widzę wóz. A więc tak się stąd wydostaniemy.
699061992	Tak. Z DeVittem w worku.
1498793038	No dobrze. Jesteśmy na miejscu.
497704934	Ee... Mogłabyś spuścić tę drabinę.
1907508189	Nie martw się, wielkoludzie. Pomogę ci.
93544555	Dziękuję.
1812948111	Wiesz, byłoby dużo łatwiej, gdybyś umiał pływać.
958036718	Ech... Umiem, ale... Muszę nieść Biankę.
723560253	Na razie to wygląda łatwo.
1866936801	Strażnicy chodzą samotnie, ścieżki są długie, wszystko widać. McCoyowi by się podobało. 
666346151	Chyba trochę tęsknisz za tym starym zrzędą.
1742579761	Tak, strasznie.
1151020941	Bill tam był, kiedy odszedł. Mówił, że nie był w stanie nawet drgnąć.
2094191941	Nikt nie zadziera z Frankiem.
1104217739	Dlaczego tak nagle odszedł? Nie rozumiem tego.
1822335833	Może po prostu już miał dosyć DeVitta.
1067687447	Słyszałeś o tym kowboju? Tym, który przyszedł po Franka.
1750385929	Jasne. Pewnie już zdechł na gangrenę.
623712389	Nie. Żyje. Dwa tygodnie temu zwiał z kopalni złota DeVitta.
750065515	Nawet jeśli wciąż ściga starego Franka, na pewno by tu nie przyszedł.
662181392	Ha, jesteśmy w środku.
1379795607	Pamiętaj, co mówił Wayne. Nie możemy zabić żadnego z gości.
1542228241	Jasne. Ja ich po prostu ułożę do snu.
1002334850	Proszę, proszę, popatrz no.
673672528	Przyjęcie jest tam. Pachnie stamtąd jedzeniem.
959790353	Weź się w garść, Hektor.
424716704	Labirynt? Nieźle.
826972201	Nie znoszę labiryntów. Naprawdę tam wchodzimy?
1533758169	Myślę, że z tym sobie poradzisz.
1069120319	O co chodzi z tym miejscem? 
1508659987	To piękny kamienny ogród. DeVitt naprawdę ma wszystko.
